Comment,Vote_useful,Date,Rating
"Absolutely love this game. But I ahev several complaints, a PS4 player here and I was checking out my battle pass when I miss clicked and spent all of my hard earned primogems. And I also find that the mobile version is super laggy on Android.",0,"August 24, 2022",3
"Honestly , this game literally overcomes almost all android based RPG / MMORPG games. The graphics is mostly like anime but the details in this game are too high compared to other games. Caracter designs , animation and world details are impressively good.",3,"August 24, 2022",5
A wonderful game that's unbelievably free tho if you want cool characters your gonna go broke. The only real issue holding this gem back from perfection are the infuriating and exceedingly frequent freeze-ups that require restarting the game.,1,"July 15, 2022",5
"First time I played this long ago, I felt the sense of adventure and curiosity. But now, it feels like a chore, grind, grind, grind, and the most infuriating of all is the gacha pulls on character, what an absolute garbage. Beware, if u play this for the first time, you will eventually spiral into depression and addiction. I'm done playing this bloodsucking game, greedy fks",9,"September 6, 2022",1
The best game everrrr.....love the pity system and the details are soooo good...nice events and decent rewards 😌 I don't know if I'll ever uninstall this game.. Ofcs the only problem is it takes a lot of storage space and yeahh I need to play this in laptop to avoid lagging and stuff but overall it's srsly a game worth install✨,0,"August 24, 2022",5
"Hoyoverse needs to shrink Genshin Impact's file size for Android users, making it more accessible. The game doesn't run all that smoothly, even on 4GB android phones, and not everyone has the luxury to get a new phone all because of a game, ya know. I love the game❤️, it's a great game. But please, think of a way. Love the game and all yer work. Keep it up guys.👍🏾",2,"July 31, 2022",3
I am sure that this game is insane and the graphics quality is superb. This was the first game I ever tried in asus rog 5 phone and it works smoothly when I play this game with headphone the experience of game is just like enhance. I love this game so much 🥰. Thanks for genshin impact team for providing next level game on phone.,0,"August 19, 2022",4
"I never had a problem with this game before but ever since Sumeru has been released, my game would often crash. I didn't mind it at first but now when I'm logging in and trying to move around, game just kicks me out. It's not because of my device because as I said before, I've never had a problem like that before. Hoyoverse, please try to fix this. I will delete some useless things from my phone but I doubt that will help me.",1,"September 11, 2022",3
"While I mostly play this game on the PC version, the mobile version is still really good and fun to play using the touch controls. I'm knocking off a star because like many other Android users, having controller support would be great",0,"September 1, 2022",4
"Like it,its cool,but for me it's kind of hard to get primogems and other materials (I just started so I'll get there soon)And also not to mention the fact that it takes up half of my storage on my phone,when I tried downloading it on my laptop,it didnt succeed,because of the storage space.But the game is really interesting,the story is interesting and amazing so no hate to that",0,"August 9, 2022",4
"An amazing open world game with smooth graphics and easy gameplay. Has an amazing storyline that makes you want to keep playing, and it's basic characters make it F2P friendly. Have been playing since day1!",0,"August 21, 2022",5
"This is one of the best games for mobile players who love open world games, it's uses the fight genre, but the quest are amazing, every single bit of this is great! However the time for the expeditions are long, and how many primos for a gacha are Bugging me a little, but it's overall a great game",0,"September 3, 2022",4
"So far the best gacha game I've played. This game has top-tier graphics, immersive gameplay, and top-tier waifus and husbandos. Most of the players I interacted with in this game are actually friendly and nice. I really like the co-op system. Overall a very great game and u guys should give it a try. PvP would be a nice addition though!",0,"August 24, 2022",5
I love the game away from the pay to play and u know that other games with same style gonna be released and doesn't have that annoying option but that's not the problem .. I changed it to a star cus i swear i could play this game with my dualshock but after i got phone update and the game update it doesn't recognize the controller any more only touchscreen option please fix and make support controller for android ...,3,"September 11, 2022",3
"Probably played about 20 hours back at launch but recently came back to see how the game has changed. For some reason my account is back to where it was at about 2 hours in, so I don't have any of the characters or loot from the other 18 hours. Plus even after claiming all the currency in my mailbox and redeeming every code I could find, I still didn't have enough for even 1 single pull. Absolutely unreal.",8,"August 29, 2022",1
I love genshin but after sumeru update it's become unplayable I have a phone thats only a little over a year and a half old and even on lowest graphics and nothing else running in the background Im getting content huge frame drops fix it and it'll be rated 5 stars again until then I can't play this game.,5,"September 4, 2022",1
Almost 2 years the game release and they barely make any progress to the game other than exploration and story. NO END GAME CONTENT!!! the money you spent so much felt useless. Their profit all goes to other game and other unrelevent things. Time for Hoyoverse to be burried.,14,"August 23, 2022",1
"WHY DOES MY GAME KEEP CRASHIN?! It only happends during archipelago quest where paimin wakes up the traveler. After their conversation or the paimon's line ""look over there!"" It just keeps crashing! I tried to reinstall it and even system reboot my phone just so It will stop but it didn't! I've been playing genshin on this exact phone for over a year now and this is the first time I've experienced it! Kindly fix this if there is a certain bug that is causing my game to crash. I own a 6gb ran cp.",22,"July 19, 2022",1
It has potential like a lot of potential but it feels like hoyoverse doesn't really care much about the community and what they want we've been complaining for a long time about things to change that will make the game better we want to see your game succeed that's all that's doesn't mean you should listen to small requests or ships just those don't really matter but stuff like characters literally being broken both in a good and a bad way xinyan is still not working and yoimia is underwhelming,1,"August 13, 2022",3
Hoyoverse! Please notice this! This visuals and gameplay is amazing and every character is likeable and interesting but there are so many negative sides of the game that I hope will improve! My first statement is how genshin is such a daily game I don't always have the will play on it all the time and it takes months for me to create a big amount of primogems! The gacha system! I stupidly got addicted to trying to get klee and used £40! for her! I lost so much of my actual money!,1,"July 23, 2022",3
"This is the best game in the whole entire world, seriously no joke, if you have good internet then you'll definitely have a blast, the powers the characters the experience the detail the excitement the quests everything is so amazing, and I love how there was the character saying happy birthday to you on your birthday it made me so happy, everything about this game is amazing if you download it trust me it's so worth it, I'm so glad I downloaded it the second I found it.",1,"July 17, 2022",5
"I love this game really, but lots of the English VA's are so problematic. On top of that hoyo does nothing to listen to fans. We ask for little things like having darker skined characters but they don't listen. Other than that I really like the characters and the gameplay.",0,"August 16, 2022",4
"Best rpg game I've ever played, i like the lore and the characters. But please make some optimization for mobile players, theres alot of bugs in mobile that needs fixing and its been a issue for so long now. Please fix it so we'll enjoy our experience playing in mobile.",2,"July 15, 2022",4
"I'd say the worst game I've ever played. This game throws so much bs at you and expects you to deal with it. I shouldn't have to change all my settings to enjoy a game. Lots of lag, makes my phone overheat. It's also really hard to level up quickly because you'll always be out of something and without a specific character, it's hell to find material. Don't get me started with resin.",34,"August 5, 2022",1
"This game is absolutely amazing, i don't get why others make a fuss about not having ""enough"" from the last anniversary. Like, be happy they actually gave you a reward. It's their choice to whatever they give us. But anyways, the quality, the gameplay, storyline, and lots more are so good, like- bravo👏👏 i also like the fandom too lmao",0,"August 24, 2022",5
"The game is so fun and enjoyable and hoping you add more characters and more updates😊 But my only problem is the storage. I had to delete tons of apps just so the game could download, which is really annoying to do. 🥲",1,"August 3, 2022",5
The game is great! Though I have a problem. When I use Kaeya and try to freeze the water I can't see the ice. It's very annoying Because I don't know where the ice is plus I play Genshin Impact on my phone. I hope the developer is able to fix it. Though like I said the game is very great.,0,"September 8, 2022",5
"I really love this game!! Their storyline, graphics, regions and their designs are all amazing even in mobile. They really put their all into not just gameplay and visuals but lore too. All that aside, maybe storage space might be an issue for mobile but the sacrifice is worth it. Until you've completed everything, there's enough content to last. After all that is done though, it's just waiting.",53,"July 12, 2022",5
"this game starts off really good but as you progress there's less and less things to do. Also the gacha is absolute dog stuffing. Overall great character design,really good art and extrodinary music but the game is lacking content and its open world is dull and gets really boring really quickly.",1,"July 13, 2022",2
"Hi ! Nice game indeed ! I appreciate the design and the work done for a so beautifull adventure to play. Unfortunately i won't give my 5 stars to this project... Why ? The sooo long downloading about 15Go to get this game take me 3h, why ? Where are the settings for graphics, sound, etc... ? I did'nt find them... More impacting the pleasure : The controls ? Not everyone playing on smartphone... How to play on computer with Android ? No joypad control like in other Android games. Regards.",0,"August 13, 2022",3
"If there's one thing I enjoy about this game is the amount of polish HoYoVerse is doing to ensure a top-notch and satisfying gaming experience. This allowed Hoyoverse to set the bar when it comes to making quality mobile games. The gacha is a nice addition for those even more adventurous, but not an entire necessity to progress. All in all, Genshin Impact is a superb case study as to how quality storytelling and character development should be implemented at all times.",1,"July 13, 2022",5
This game is absolutley amazing! It has an amazing story line and the graphics are out of this world! The only thing that I would say is that it takes up ALOT of storage space. But other than that I would highy reccomend it.,0,"August 26, 2022",4
The story was amazing but it's totally incomplete. You forced to grind because you like the game and characters but in the end why am I leveling them in the first place. Surprisingly you really don't need to spend money.,0,"August 12, 2022",3
"It's almost 2 years and there is still no skip option for the dialogues. Save for archon and character quests, we should be able to skip dialogues in short events, as well as daily commissions.",3,"August 11, 2022",2
I feel like it would be better to add an option to be able to transfer data from my EU account to NA account instead of having to start over again. my friend wants to play NA but refuses because she can't transfer her EU data over. I think it'd be easier for account users and friends so that way we can stay in touch and play with the same data we had before. kind of sucks how we have to start over and to spend more money to get characters we already have on a different account.,1,"July 18, 2022",4
"Playing on a 2 year old cell and I still have a fantastic experience. I love the playstyle... graphics are gorgeous, and overall its just fun to play. AR 58 here and lately I've been getting my enjoyment out of trying out different team comps.",1,"July 13, 2022",5
"Amazing ARPG with nice graphics , music , animation and combat but the end game is dry in content and co-op is shallow and boring . It's one of my favorite games but i can't gives it 5 stars. Hope you add an end game loop to play and more social content that is permanent not locked behind events.",8,"August 18, 2022",3
"I played this game since it came out and love playing it. But the service is absolutely terrible. My account was hacked and hoyoverse customer support and global support are so incompetent. They take more than a week to respond with a bot message. I provided them with information like my first payment receipt, registration date and devices , other infos only I would know but they rejected me 9 times. They put up surveys for feedback but they only do that to look good and will never listen.",8,"July 24, 2022",1
"(PC Version) one of the greatest games on the current Market, which should become a Standard for Mobile and PC gaming alike, it has it's flaws, but the animation work and visuals, especially in Cel-Shading(Anime Style), are far better and smoother than any big name developer out there.",8,"August 22, 2022",4
"Overall, I really love this game. I used to play this on my old phone and honestly, my experience there was better than now. My old phone would count as a gaming phone so obviously it would be better than now, but playing this on my new phone is laggy and has a lot of graphics problems. Mainly, I can't see the amount of damage i deal, and of course the game lags and the graphics get lower. I'm not sure if my wifi's the problem but, please fix this bug for players that have potato phones.",378,"July 3, 2022",4
"It is such an amazing game, amazing graphics, amazing story, just amazing I love it! For me there almost no ads, the only downside is the fact that it takes a while to full download, but other than that such and amazing game! I absolutely recommend!!!",0,"August 12, 2022",5
"Genshin impact is soooo lit. Like it is THE best game! There are so many cool adventures that await you when you first log in,and the game gets new updates now and then. Even though it takes a while to like boot up the game it is totally worth it. I definitely recommend this game. You can even play with your friends too , course it only up to 4 players but still. I'm also trying to force my little cousin to download this game so me,her,her lil sis,and our older cousin Eman can play together !❤",0,"August 24, 2022",5
"The storyline is a 5,the end game is a 3 and the beginning is 10 however they whitewash charectars. The endgame is quite boring unless there's events but besides these things, there's not much to dislike. The charectars are very well designed aswell.",0,"September 2, 2022",4
"Lack of diversity when it comes to skin color, are you that scared to give your characters some color. Aside from that, Awesome game, the storyline, character arc, fighting. It does get a bit boring the right AR you are. I've stopped playing after the chasm was released cause there is NO WAY IM EXPLORING THAT MAZE MESS. Do better but also good job, also WAY TOO MUCH STORAGE. I COULD COOK AN EGG ON MY PHONE CAUSE OF THIS GAME.",0,"August 22, 2022",3
got pretty addicted to this game cuz its very fun... theres a lot to explore and you can do so much stuff so far theres not a lot of bugs that ive encountered and if your device keeps overheating or just getting really hot i recommend playing while theres a electric fan/fan in front of u (or you could buy a phone cooler so that it doesnt heat up fast),0,"August 24, 2022",5
"This game is wonderful. The graphics are beautiful, the story and characters are well thought and the fighting system isn't to hard. I do hope more darker skinned characters are added in the future though!",1,"July 12, 2022",5
"The bosses and rewards in this game just get incrementally worse and more uninteresting with each update. With each new region added to the game more and more enemies and bosses simply ignore your damage and have 100x the health of the previous region. You the player, however are capped at level 90 with your characters and level 20 with your artifacts. Currently in the latest region to do the weekly boss, it takes 30 to 40 mins to grind through their million health with damage reduction. Enjoy.",0,"August 14, 2022",3
"The game was good and all. Beautiful graphics, gameplay is good and ""was"" addicting. But at some point, the game feels beomes a chore - Kill weekly boss, spend your resin and complete the daily quest. Well,... this ""chore"" is not rewarding so why do it? At some point, I can't even open Genshin Impact. Why do the chores with so ""litttle"" reward. The game becomes exhausting.",23,"July 15, 2022",1
"This game is great I love the characters, backstory, and the story (so far). The only thing is if the npc could go into greater detail to explain the visions and other stuff like that, that would be great!",0,"August 16, 2022",4
"This game is good, it fries my battery life and turns my phone into a small electric hotplate but it starts with a good story and stunning visuals. gameplay is incredibly tuned to reward you with big numbers. It gives you enough f2p progress to fill the empty shell of your heart.",1,"July 13, 2022",5
"Such an amazing game. A very wide and open world, and the graphics are absolutely beautiful. The wishing system is interesting but cool, but if you want a lot of characters fast, you most likely need to spend money. However, it does take a lot of space, currently 30 GB. I totally recommend this game tho, since it has so much to offer, the story is amazing and so are the characters. Definitely one of the best adventure games ever. :)",20,"June 19, 2022",5
Now I love this game so far as a new player but I got a new phone a few days ago and I am unable to log back into my actually account for some reason. And I did double check if all the details were indeed correct. I still have all my progress on PC but I would like to play on my phone just to pass time and log in rewards,2,"August 2, 2022",2
"It's been 2 week the game stuck suddenly when walking,quest or domain.Got nothing to do with device problems since my spec are exceed the required according from genshin impact web.Pls fix this bug since I saw a lot of people experience the same thing.Btw to those that have a same problem guys need to relog the game multiple times until it smooth.",0,"August 16, 2022",2
"Cool game and now i change my phone yeay, totally great performance on low quality, although phone easily heat but still able to play it. I'm totally like the character design and also story line. Don't forget the time limited event, totally enjoy to the most",1,"July 12, 2022",5
"The game is great, but it's clearly not for older phones, bur recently I haven't been able to play, I opened the game to login but it keeps on saying network error and after the file integrity verification thing it just said some files are missing I don't know how so I uninstall it again, but it did nothing, I still couldn't get In the game, it doesn't even matter that I remember my pass because when I login using Google and Facebook it says network error, I keep on unintalling it and download",0,"August 15, 2022",5
"This game is fun! Graphic is very good too. Everything is perfect. It just need easier way to get more primo. Almost every quest only gave us 60primo, and the quest took us hours to do. So i hope the reward will be higher next time.",2,"July 12, 2022",5
I love this game but I dont enjoy it as much as I used to because it seems artifacts RNG seems to be biased towards DEF & HP. I have tons of artifacts where all the great substats go to def or hp circlet or goblet. The resin system also very annoying at endgame because you simply cant play the game enough as it just takes just 10 mins to finish the day's resins. I have bought BP pass & Blessings but I am never going to spend money on resins. Hence I end up not playing the game as I used to,2,"August 7, 2022",3
"Do better with your customer service. I have been contacting them for hacked account form for weeks, filling everything with all proofs that i am the owner, sending receipts of all the purchases i have made in game yet it still says that it is 'insufficient' information and You 'regrettablly' can't retrieve it. So much for all those time put playing and caring for that account just for it to get hacked and SOLD to someone else. I trusted you too much.",54,"August 24, 2022",1
Incredible game. Let's u explore and fight and is something I'm very intrigued by. If u love adventure and fighting games or just getting new characters to join ur quest. This is the game. It's also kid friendly I'd say. U can set u join modes to ask perm to join. Or to not or do join. U can do so much in this game. And yet the game is still not finished! It's only just started.,0,"August 28, 2022",5
"lately my game has been having problems on the screen, it has a locked frame and only the locked part is moving while the game continues to run in the background, I don't know why, but it comes happening more often lately after 3.0",1,"August 30, 2022",2
The gameplay is actually very nice. But sometimes i need to trade my characters with another person on the app. If its possible i would like it if you add character or resource trading to other player.,0,"August 19, 2022",3
"This is a good game but a problem went straight into my Genshin gaming experience I will not take the blame on our internet bc I know it's not the internet! But when I click to begin i don't see the loading screen and give a notification instead that says ""Connection Failed""! And I got completely confused, and I'm sure Nessa will be upset and confused bc we haven't play for almost a full week!!",0,"September 10, 2022",4
I hope I can give it a negative rating. Why can't your game work on mid entry phone? Didn't you have a cloud version of genshin? Why can't we have that instead of making it exclusive in china. That cloud version even takes less storage on your phone. It frustrating on the side of people who can't afford pricey phones or computer. We also want to play but won't let us eventhough you can already address this problem via cloud version.,6,"September 7, 2022",1
"I like the game a lot, but there is quite a few problems with it. The gacha system is too expensive, it's hard to collect primogems every day just for a couple wishes without buying any. Levelling up in adventure ranks is very difficult as well, there are only so many things you can do day to collect experience, the amount it all gives you is also really low. The third and final problem is just how big the game is, I've had to delete so many other things just to be able to even download the game",86,"July 15, 2022",3
"I downloaded it because I was intrigued by it and i kept hearing a lot from this game. However, once I log in the game and it starts downloading it tells me there's not enough space. I deleted most of my apps, pictures, even songs! The phone is almost like it came: with nothing but google and such. Is it only me or am I doing something wrong?",0,"September 1, 2022",3
This is an amazing game I downloaded it for fun but then I got so invested in ut i couldnt stop. Theres one problem though Im at Adventure Rank 25 but I have exceeded the the amount of exp thoroughly but its still saying im AR 25 still. I will be happy to change my review to 5 star once this is fixed Thank you.,2,"September 6, 2022",1
"The game is good. A good game. Unnecessarily long dialogue with no skip option. Lack of communication with the community that plays the game. Lack of diversity. The amount of white characters in the game is unacceptable. Hoyoverse wonders why people leave awful reviews about diversity when their main goal is to reach ""globalization"". The ""dark"" characters in the game are on the edge of being tanned. Hoyoverse practically ignores their community. Do better, Hoyoverse.",0,"September 4, 2022",2
What is this? Everyone's getting hacked almost all of my friends and discord friends. Is this your scheme to let us play again and spend more? Ong bro this is so cringe. We be playing tons of hours just to get hacked. My friends tried their best to get their accs back for almost a year now but no response. What a waste. We are so disappointed. Hoyoverse isn't doing anything about it. I can't see even a single acc getting returned on one of my friends nor any on Reddit.,5,"September 8, 2022",1
"Very fun and memorable game! Love playing next to Honkai Impact 3rd. However on a strong mobile android, the fps and lag overlaps everything from even moving or hearing audio. It gets so severe that it's aggravating to deal with while playing every time.",1,"August 5, 2022",4
"I can't even play the game. I downloaded it and was so excited to see why so many people love it. But, When I get to the final loading screen where it asks you to click the screen again the game crashes. I've tried logging out, using the software verification and nothing works. It's really disappointing.",13,"August 15, 2022",1
"Its got alot to do, amzing graphics and an engaging plot. You have alot of options when it comes to getting characters and as long as you plan right it can be fully free to play.",0,"August 24, 2022",5
"The game is good, has a lot of detail for a game on mobile, and the story is really good too. The one thing I absolutely cannot stand is the lack of controller support for Android that you have on other platforms. Even if we ask it time and time again, you always avoid it. Without the controller support other platforms have, this version is inferior. Yes, I said that. Controller support needs to be added immediately. I do not want to risk burning my hands playing this game.",152,"June 27, 2022",4
"The only right tag is single play, others like role-playing, casual and style is false. There is no character you role. The system decide, not the user. Casual? No, lvling up adv, enemies getting stronger and you can't beat them casually. Down lv world only one, so useless. Style?no. Cosmetic not available. (No sunglasses, hat etc). Grossing? My top grossing is card game so this info can be false. Also, this game is open world puzzle game not adventure. Because 70% content is puzzle, full of puz",12,"August 20, 2022",1
"WARNING: Dangerous for anyone with a gambling addiction or addictive personality! The gatcha (gambling simulation) system destroys an otherwise wonderful game. Once you get to a higher level it's almost impossible to earn what you want by grinding. It feels like all the developers care about is money. If this was changed, the game would be perfect.",26,"July 22, 2022",1
"I think the game is good. But I actually would appreciate it if the devs put on gifting system, tho I understand that items are craftable. It'll also give the game a new light for players. Also its addictive at first but as I progress along I find the game lacking in so many ways and I got bored.",1,"July 20, 2022",4
"gameplay overall is quite nice, not much to complain about in that regard. The problem many (most) players have is the lack of diversity in characters. With most characters being paper white and skinny, and the tan characters getting white-washed in official art, it's tiring. I really enjoy this game and it's characters but the lack of customer response is irritating. I can guarantee more people would play this game if there was more diversity within it's character design.",128,"August 20, 2022",1
"Add the ability to lower the screen resolution from QHD to FullHD or even lower. I have to play on the phone at the lowest graphics settings with no more than 30 frames per second. And even so, the game sometimes slows down a lot. It's completely impossible to play. My phone is Samsung A53 5G with Exynos 1280. This is at the level of the recommended configuration, written on your website: Snapdragon 845/Kirin 810. The performance of my processor is at the same level",8,"July 26, 2022",1
"The best game ever 5 stars contains a lot of aspects to play where it has wonderful stories for lovers of stories and adventures for lovers of exploration and fighting and challenges for lovers of action in addition to the elements and their relationship to the story and the land of Tivat in general, and a lot of prizes also for everything, and there are a lot of wonderful things that were not I mention it, but this is the game I like the most and I advise everyone to download it and try it .",0,"August 15, 2022",5
"10/10. I simply love the game. Yes, I know about the gacha system trying to pull you in to get you to spend money (I feel the pull, I do), but honestly, it's so well put together, I don't care. And all that's considering I play for free and I am utterly horrible at building teams and fighting, so I end up missing out on some things or on saving up on some ""game currency"" because of that. The story, the scenery, the characters... to me? TOTALLY WORTH IT.",9,"June 19, 2022",5
"Fun, addicting and spectacular. The storyline is gripping, the worlds beautiful and the enemies varied. The puzzles are awesome and they sometimes have unexpected solutions. The soundtrack is just enchanting. This is my favourite game ever. I just wish it was easier to get characters, and that the resin system wasn't in place (that's honestly the worst thing about the game in my opinion). However, I still ABSOLUTELY recommend you download it.",579,"June 2, 2022",5
"It's an amazing game, both lore and gameplay wise. The action and combat in this game are really good, although in mobile the graphics are a bit hard to control. Aiming and shooting are really difficult, and sometimes even simple things like activating a wind glider becomes a bit difficult. Although if you're going for the story, you should download this game! If you want a smoother experience, I would recommend a computer for better gameplay.","2,289","June 7, 2022",4
"In my opinion, this is the best open world mobile game, taking into account; the graphics, the storyline, the visuals, the character arcs, and the smooth game play experience. Mobile players will inevitably face some backlashes like, lag, heat up, or game crash, but from personal experience, it's not so bad that one can't play smoothly for 2 hours. Moreover the in game experience is so lively and engaging, and even if you don't spend money on the game, it's actually really fun.","2,218","March 30, 2022",5
"The game and story is fun and addicting, but once you're done with all of the quests in the game there's basically nothing left to do, it's still good though! the play style of each and every character is unique, and the music choice is calm and relaxing, it's soothing to listen to, I love it! The map is massive and there's tons of chests to get. No problems in the game so far in my opinion! Pretty fun and addicting at the same time!! I'll continue supporting this company in the future!! <3 ^^","1,085","May 14, 2022",5
"The fact that this game is free just astonishes me. The graphics are awesome, the story is very developed and detailed. I'm truly impressed by the amount of work that must have taken ! I can't wait for the Sumeru update :D The only problem I have is that the game sometimes crashes for no reason (I have enough storage and graphics and all are all good) and it's also a bit difficult to get enough enhancement materials (waiting for days until we can farm them, etc...)",39,"May 11, 2022",4
"The characters are great and their abilities are useful. I like the fact that you can venture around by foot, teleportation or by flying and see other areas. I found it easier to buy items and potions to help upgrade my weapons and characters without having to use real money to do so. The game quality is great and I have had no trouble hearing the voice characters. I also, like the fact that I can test against some harder level enemys without being restricted.",711,"April 15, 2022",5
"Great game overall. Great world building, unique characters, beautiful soundtracks, and Fair Gameplay. I do have a problem with the rewards though, I wish they would give more especially for people who don't spend money on this game. There's also a minor server lag sometimes but it's ok for me. can fix it quickly anyway. Also, the game needs more events so many players don't get bored quick.","1,473","May 31, 2022",5
"It's a good game to let time pass. Good overall visual graphics. Although one thing has been bugging me, it's the horrible system in the teapot. You can barely fill an island with furnitures due to that annoying limit. And, the furnitures can't even be placed side-by-side with one another without clipping the game. A lot of things inside the teapot are quite frankly, terrible. Moreover, some events annoyingly force you to complete quests because certain characters are involved in other quests.",506,"April 7, 2022",3
"Say what you want about the gacha system or the botw-like aesthetic, this game is well put together and has a deep running lore with beautifully crafted environments and unique characters. However, after almost two years, next to nothing has changed when it comes to character variety. Still using the same bases, they lack variety. Please add new rigs and body types.",38,"May 13, 2022",3
"Genshin Impact is a beautiful jewel of a game. From the graphics to the voice actors to the characters, I fell in love with everything. Many annoying buys were also fixed (thank you!), which helped me enjoy the game even more. Recommended to play.",15,"August 6, 2022",5
"Amazing game. Extremely entertaining and constantly changing. Beautiful scenery and solid characters. The only problem is the grind as you become an experienced player. Putting in so much time and effort for almost minimal results when pulling for characters gets extremely tedious. The system definitely needs to change. Otherwise, I love it",247,"March 30, 2022",4
"Wonderful game. Absolutely adore it! I love the diversity of the characters and the whole story is extremely well thought out. It surprisingly works better on mobile than my laptop. However, its not very New player friendly. Everything keeps updating and there's becoming less and less reason for new people to start! Rewards are quite scarce also. If youre thinking of starting genshin, or know anyone who is, tell them to do it now before its too late, and theyre left in the dust completely.",119,"March 30, 2022",4
"Super great, very optimized even in low to medium graphics on lower end devices. The character designs are amazing and so flawless, yes sometimes it glitches but it's kinda ok. The ping is great it doesn't lag, the whole game is fun. The story the quest, just one thing to add ""maybe you could Put how many wishes we've wished, like example: 40/80... So that we don't go to the history page where it is slow... Overall the game is super and fun, I would recognize.",784,"April 18, 2022",5
"I absolutely love the game and it's one of the best games I played so far.. Though, I really hope you can fix the bugs in some quest.. For instance, I really have to redo some parts of storylines in order too make the npc's respawn.. or either I get stuck in domains while in co-op even though my signal perfectly works in another gadget.. Overall, I really recommend genshin impact, you can truly enjoy the game and interact with travellers!",481,"May 13, 2022",5
Its a fun game but i cant remember the story because im not able to progress. The adventure rank wont let you play story missions unless you go do arbitrary tasks for hours first. I have no idea whats happening in the story any more because of this so ill probably just stop playing all together.,2,"September 6, 2022",1
"Great game to play. I just st started and it is wonderful. The only problem is that it says network error even though I have Wi-Fi and it works for the other games. If you could help with that, it would be much appreciated.",1,"July 31, 2022",4
the game is fun but literally what's the point of doing so many things for a simple waypoint and 5 primo's? the game is fun but the rewards aren't worth it. especially the fact where if you're damage is low and you need to do something that involves fighting you're basically screwed,4,"September 10, 2022",2
"Wouldn't recommend to other people. It's just gambling, but if you want a similar gaming experience just play Breathe of the Wild. Storage is a problem, and overall the story is messy/unfulfilling. There is no more content for higher level players.",23,"July 13, 2022",1
"Interesting, but it has a few bugs we're when I complete my commission it doesn't give me my primogems but still says I complete it. It happens about ever 2-3 day so other than that its a pretty awesome game :) great story line and amazing characters :D",0,"August 24, 2022",4
"I love this game, if you're a patient person who enjoys taking things slow this is the game I would 100% recommend, the only reason I'm giving it 4 stars instead of 5 it's because the Gacha system compared to a f2p player is kind of problematic cause you can't get enough primos for a guaranteed character from one version and with the new double banner feature it's getting harder and harder to get the 5* you want. plus, weapon banner it's even worse for F2p player.",0,"August 23, 2022",4
"The game has a whole lot of content to go through, and even then there's pretty much always room to improve your characters and do quests. The lore is also really awesome.",1,"July 22, 2022",5
"Gameplay bad (u just folow waypoint to just READ MORE TEXT) , lore bad , controls bad , combat verymuch bad , no skippable dialogs , dialog options has no effect , too many text , 9/10 of the game doesnt have VA , animations are the same for EVERYTHING , adds too many useless stuff , multiplayer has no use , endgame is dry , recycle content is fine but recycling and make it even more STALE than before is bad . This game in summary sit on your chair and read dialogs for the whole game .",93,"August 28, 2022",1
"Great game, beautiful graphics, nice sounding voice actors and interesting story. Though i would recommend adding an option to delete past archon quest dialogues since there aren't alot of people who go to the adventures handbook to check the past dialogue. And even if they do, they can just read the text, there's no need to play the audio in game again so I suggest adding that option into the game so less players would drop the game because of its size.",20,"May 31, 2022",4
"It's a very nice game,but the problem is that in each you can get something new from your mail but if you have made a new account and the version is over,you can't seem to get item and that is quite sad because there are a lot items that can be very fun to play with,but since I don't have it,I can't really enjoy that much.",0,"August 24, 2022",5
its nice for a while when u have content but when u finish the content theres nothing to do also theres a lot of problems the community has with the game that the devs just choose to ignore oh and they keep ruining characters that some people have waited years for (by ruining i mean completely changing their design and personality),18,"July 20, 2022",2
"This game was a great play not too long ago, it had great captivating graphics and the lore was interesting. The new update has made this game unplayable on my phone, the graphics are quite bad, the frame rate is below 20 and it's constantly freezing or crashing. I can't move two steps without the game shutting down. Great game if you're phone can handle all of the new data with each update.",135,"May 20, 2022",3
"Slow progression, but good artwork amd graphics. Good story, though full of fillers. Not enough events, and character gain is way too slow. And the game requires a ton of space",1,"August 14, 2022",3
"Hello Hoyovers, lately I have been having problems to be able to log in from my phone, I am a console player, and lately I wanted to play from mobile, I already tried all the ways to be able to log in, and it sends me a verification error. I managed to get in from a friend's phone, but I can't with mine. is there a possible solution for this problem? :)",0,"August 10, 2022",4
"I am very enjoy playing this game. It is free to play and suprisingly amazing high graphics. I really love to exploring the game. It is still playable on low-end devices like mine which only have 6gb ram. What I love about this game is you I can join other people's world. So, you can play with your friends, family and even strangers. How cool is that!",1,"August 1, 2022",5
"the event is th Worst, Fischl's Domain Walkthrough Guide (Maze 3), like t's not even the time it's the annoyance and the lack of effective instructions in a chunk of these puzzles. Along with major quality of life issues and even development issues/bugs that make this patch so bad. Each domain has taken me around an hour to clear. These puzzles don't require much brain juice. They require figuring out what stupid gimmic the developers messed up on. The photo puzzles in Fischl's world",12,"July 23, 2022",1
"One of the best games at the moment for me. I play on mobile and was able to achieve AR55 in 3 months, something i never was able to do on other consoles to be honest. Can't wait for Sumeru, i can't stop playing this game. Every talent, weapon or character upgraded, good artifact rolls make me continue play this game. I agree sometimes the resin cap might be an issue for free to play players and i hope Mihoyo raises that because with new regions we will get stuck even harder.",0,"August 14, 2022",5
very funand interactive ive been playing for the past year and never got bored of it. its free to play friendly but it can get easy to spend money. the story line is amazing so as the characters and the events that happen every update!,2,"August 14, 2022",5
